MSG_BNS_num  MSG_UNI_symb                   MSG_magHall_symb        MSG_generators
64.475       Cmc'a'                         -C 2bc' 2               (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z+1/2)';(x+1/2,y,-z+1/2)'
64.476       Cm'ca'                         -C 2bc' 2'              (x+1/2,y+1/2,z);(-x,y,z)';(x+1/2,-y,z+1/2);(x+1/2,y,-z+1/2)'
64.477       Cm'c'a'                        C 2bc 2 -1'             (x+1/2,y+1/2,z);(-x,y,z)';(x+1/2,-y,z+1/2)';(x+1/2,y,-z+1/2)'
64.478       Cmca.1'_c[Cmmb]                -C 2bc 2 1'c            (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z+1/2);(x+1/2,y,-z+1/2);(x,y,z+1/2)'
64.479       Cmca.1'_a[Pmcm]                -C 2bc 2 1'a            (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z+1/2);(x+1/2,y,-z+1/2);(x+1/2,y,z)'
64.480       Cmca.1'_A[Fmmm]                -C 2bc 2 1'A            (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z+1/2);(x+1/2,y,-z+1/2);(x,y+1/2,z+1/2)'
65.481       Cmmm.1                         -C 2 2                  (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(x,y,-z)
65.482       Cmmm.1'                        -C 2 2 1'               (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(x,y,-z);(x,y,z)'
65.483       Cm'mm                          C 2' 2 -1'              (x+1/2,y+1/2,z);(-x,y,z)';(x,-y,z);(x,y,-z)
65.484       Cmmm'                          C 2 2' -1'              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(x,y,-z)'
65.485       Cm'm'm                         -C 2 2'                 (x+1/2,y+1/2,z);(-x,y,z)';(x,-y,z)';(x,y,-z)
65.486       Cmm'm'                         -C 2' 2                 (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z)';(x,y,-z)'
65.487       Cm'm'm'                        C 2 2 -1'               (x+1/2,y+1/2,z);(-x,y,z)';(x,-y,z)';(x,y,-z)'
65.488       Cmmm.1'_c[Cmmm]                -C 2 2 1'c              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(x,y,-z);(x,y,z+1/2)'
65.489       Cmmm.1'_a[Pmmm]                -C 2 2 1'a              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(x,y,-z);(x+1/2,y,z)'
65.490       Cmmm.1'_A[Fmmm]                -C 2 2 1'A              (x+1/2,y+1/2,z);(-x,y,z);(x,-y,z);(x,y,-z);(x,y+1/2,z+1/2)'
66.491       Cccm.1                         -C 2 2c                 (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z)
66.492       Cccm.1'                        -C 2 2c 1'              (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y,z)'
66.493       Cc'cm                          C 2' 2c -1'             (x+1/2,y+1/2,z);(-x,y,z+1/2)';(x,-y,z+1/2);(x,y,-z)
66.494       Cccm'                          C 2 2c' -1'             (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z)'
66.495       Cc'c'm                         -C 2 2c'                (x+1/2,y+1/2,z);(-x,y,z+1/2)';(x,-y,z+1/2)';(x,y,-z)
66.496       Ccc'm'                         -C 2' 2c                (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2)';(x,y,-z)'
66.497       Cc'c'm'                        C 2 2c -1'              (x+1/2,y+1/2,z);(-x,y,z+1/2)';(x,-y,z+1/2)';(x,y,-z)'
66.498       Cccm.1'_c[Cmmm]                -C 2 2c 1'c             (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y,z+1/2)'
66.499       Cccm.1'_a[Pccm]                -C 2 2c 1'a             (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x+1/2,y,z)'
66.500       Cccm.1'_A[Fmmm]                -C 2 2c 1'A             (x+1/2,y+1/2,z);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y+1/2,z+1/2)'
67.501       Cmma.1                         -C 2b 2                 (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z);(x+1/2,y,-z)
67.502       Cmma.1'                        -C 2b 2 1'              (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z);(x+1/2,y,-z);(x,y,z)'
67.503       Cm'ma                          C 2b' 2 -1'             (x+1/2,y+1/2,z);(-x,y,z)';(x+1/2,-y,z);(x+1/2,y,-z)
67.504       Cmma'                          C 2b 2' -1'             (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z);(x+1/2,y,-z)'
67.505       Cm'm'a                         -C 2b 2'                (x+1/2,y+1/2,z);(-x,y,z)';(x+1/2,-y,z)';(x+1/2,y,-z)
67.506       Cmm'a'                         -C 2b' 2                (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z)';(x+1/2,y,-z)'
67.507       Cm'm'a'                        C 2b 2 -1'              (x+1/2,y+1/2,z);(-x,y,z)';(x+1/2,-y,z)';(x+1/2,y,-z)'
67.508       Cmma.1'_c[Cmma]                -C 2b 2 1'c             (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z);(x+1/2,y,-z);(x,y,z+1/2)'
67.509       Cmma.1'_a[Pmmm]                -C 2b 2 1'a             (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z);(x+1/2,y,-z);(x+1/2,y,z)'
67.510       Cmma.1'_A[Fmmm]                -C 2b 2 1'A             (x+1/2,y+1/2,z);(-x,y,z);(x+1/2,-y,z);(x+1/2,y,-z);(x,y+1/2,z+1/2)'
68.511       Ccca.1                         -C 2b 2bc               (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2);(x+1/2,-y+1/2,z+1/2);(x+1/2,y,-z)
68.512       Ccca.1'                        -C 2b 2bc 1'            (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2);(x+1/2,-y+1/2,z+1/2);(x+1/2,y,-z);(x,y,z)'
68.513       Cc'ca                          C 2b' 2bc -1'           (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2)';(x+1/2,-y+1/2,z+1/2);(x+1/2,y,-z)
68.514       Ccca'                          C 2b 2bc' -1'           (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2);(x+1/2,-y+1/2,z+1/2);(x+1/2,y,-z)'
68.515       Cc'c'a                         -C 2b 2bc'              (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2)';(x+1/2,-y+1/2,z+1/2)';(x+1/2,y,-z)
68.516       Ccc'a'                         -C 2b' 2bc              (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2);(x+1/2,-y+1/2,z+1/2)';(x+1/2,y,-z)'
68.517       Cc'c'a'                        C 2b 2bc -1'            (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2)';(x+1/2,-y+1/2,z+1/2)';(x+1/2,y,-z)'
68.518       Ccca.1'_c[Cmmb]                -C 2b 2bc 1'c           (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2);(x+1/2,-y+1/2,z+1/2);(x+1/2,y,-z);(x,y,z+1/2)'
68.519       Ccca.1'_a[Pccm]                -C 2b 2bc 1'a           (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2);(x+1/2,-y+1/2,z+1/2);(x+1/2,y,-z);(x+1/2,y,z)'
68.520       Ccca.1'_A[Fmmm]                -C 2b 2bc 1'A           (x+1/2,y+1/2,z);(-x+1/2,y,z+1/2);(x+1/2,-y+1/2,z+1/2);(x+1/2,y,-z);(x,y+1/2,z+1/2)'
69.521       Fmmm.1                         -F 2 2                  (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z);(x,-y,z);(x,y,-z)
69.522       Fmmm.1'                        -F 2 2 1'               (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z);(x,-y,z);(x,y,-z);(x,y,z)'
69.523       Fm'mm                          F 2' 2 -1'              (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z)';(x,-y,z);(x,y,-z)
69.524       Fm'm'm                         -F 2 2'                 (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z)';(x,-y,z)';(x,y,-z)
69.525       Fm'm'm'                        F 2 2 -1'               (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z)';(x,-y,z)';(x,y,-z)'
69.526       Fmmm.1'_I[Pmmm]                -F 2 2 1'n              (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y,z);(x,-y,z);(x,y,-z);(x+1/2,y+1/2,z+1/2)'
70.527       Fddd.1                         -F 2uv 2vw              (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y+1/4,z+1/4);(x+1/4,-y,z+1/4);(x+1/4,y+1/4,-z)
70.528       Fddd.1'                        -F 2uv 2vw 1'           (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y+1/4,z+1/4);(x+1/4,-y,z+1/4);(x+1/4,y+1/4,-z);(x,y,z)'
70.529       Fd'dd                          F 2uv' 2vw -1'          (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y+1/4,z+1/4)';(x+1/4,-y,z+1/4);(x+1/4,y+1/4,-z)
70.530       Fd'd'd                         -F 2uv 2vw'             (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y+1/4,z+1/4)';(x+1/4,-y,z+1/4)';(x+1/4,y+1/4,-z)
70.531       Fd'd'd'                        F 2uv 2vw -1'           (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y+1/4,z+1/4)';(x+1/4,-y,z+1/4)';(x+1/4,y+1/4,-z)'
70.532       Fddd.1'_I[Pnnn]                -F 2uv 2vw 1'n          (x+1/2,y+1/2,z);(x+1/2,y,z+1/2);(-x,y+1/4,z+1/4);(x+1/4,-y,z+1/4);(x+1/4,y+1/4,-z);(x+1/2,y+1/2,z+1/2)'
71.533       Immm.1                         -I 2 2                  (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(x,y,-z)
71.534       Immm.1'                        -I 2 2 1'               (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(x,y,-z);(x,y,z)'
71.535       Im'mm                          I 2' 2 -1'              (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y,z);(x,y,-z)
71.536       Im'm'm                         -I 2 2'                 (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y,z)';(x,y,-z)
71.537       Im'm'm'                        I 2 2 -1'               (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y,z)';(x,y,-z)'
71.538       Immm.1'_c[Cmmm]                -I 2 2 1'c              (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y,z);(x,y,-z);(x,y,z+1/2)'
72.539       Ibam.1                         -I 2 2c                 (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z)
72.540       Ibam.1'                        -I 2 2c 1'              (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y,z)'
72.541       Ib'am                          I 2' 2c -1'             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x,-y,z+1/2);(x,y,-z)
72.542       Ibam'                          I 2 2c' -1'             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z)'
72.543       Ib'a'm                         -I 2 2c'                (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x,-y,z+1/2)';(x,y,-z)
72.544       Iba'm'                         -I 2' 2c                (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2)';(x,y,-z)'
72.545       Ib'a'm'                        I 2 2c -1'              (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x,-y,z+1/2)';(x,y,-z)'
72.546       Ibam.1'_c[Cmmm]                -I 2 2c 1'c             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y,z+1/2)'
72.547       Ibam.1'_b[Bmcm]                -I 2 2c 1'b             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x,-y,z+1/2);(x,y,-z);(x,y+1/2,z)'
73.548       Ibca.1                         -I 2b 2c                (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x+1/2,-y,z);(x,y+1/2,-z)
73.549       Ibca.1'                        -I 2b 2c 1'             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x+1/2,-y,z);(x,y+1/2,-z);(x,y,z)'
73.550       Ib'ca                          I 2b' 2c -1'            (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x+1/2,-y,z);(x,y+1/2,-z)
73.551       Ib'c'a                         -I 2b 2c'               (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x+1/2,-y,z)';(x,y+1/2,-z)
73.552       Ib'c'a'                        I 2b 2c -1'             (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2)';(x+1/2,-y,z)';(x,y+1/2,-z)'
73.553       Ibca.1'_c[Cmma]                -I 2b 2c 1'c            (x+1/2,y+1/2,z+1/2);(-x,y,z+1/2);(x+1/2,-y,z);(x,y+1/2,-z);(x,y,z+1/2)'
74.554       Imma.1                         -I 2b 2                 (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y+1/2,z);(x,y+1/2,-z)
74.555       Imma.1'                        -I 2b 2 1'              (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y+1/2,z);(x,y+1/2,-z);(x,y,z)'
74.556       Im'ma                          I 2b' 2 -1'             (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y+1/2,z);(x,y+1/2,-z)
74.557       Imma'                          I 2b 2' -1'             (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y+1/2,z);(x,y+1/2,-z)'
74.558       Im'm'a                         -I 2b 2'                (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y+1/2,z)';(x,y+1/2,-z)
74.559       Imm'a'                         -I 2b' 2                (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y+1/2,z)';(x,y+1/2,-z)'
74.560       Im'm'a'                        I 2b 2 -1'              (x+1/2,y+1/2,z+1/2);(-x,y,z)';(x,-y+1/2,z)';(x,y+1/2,-z)'
74.561       Imma.1'_c[Cmma]                -I 2b 2 1'c             (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y+1/2,z);(x,y+1/2,-z);(x,y,z+1/2)'
74.562       Imma.1'_b[Bmmm]                -I 2b 2 1'b             (x+1/2,y+1/2,z+1/2);(-x,y,z);(x,-y+1/2,z);(x,y+1/2,-z);(x,y+1/2,z)'
75.1         P4.1                           P 4                     (-y,x,z)
75.2         P4.1'                          P 4 1'                  (-y,x,z);(x,y,z)'
75.3         P4'                            P 4'                    (-y,x,z)'
75.4         P4.1'_c[P4]                    P 4 1'c                 (-y,x,z);(x,y,z+1/2)'
75.5         P4.1'_C[rP4]                   P 4 1'C                 (-y,x,z);(x+1/2,y+1/2,z)'
75.6         P4.1'_I[I4]                    P 4 1'I                 (-y,x,z);(x+1/2,y+1/2,z+1/2)'
76.7         P4_1.1                         P 4w                    (-y,x,z+1/4)
76.8         P4_1.1'                        P 4w 1'                 (-y,x,z+1/4);(x,y,z)'
76.9         P4_1'                          P 4w'                   (-y,x,z+1/4)'
76.10        P4_1.1'_c[P4_2]                P 4w 1'c                (-y,x,z+1/4);(x,y,z+1/2)'
76.11        P4_1.1'_C[rP4_1]               P 4w 1'C                (-y,x,z+1/4);(x+1/2,y+1/2,z)'
76.12        P4_1.1'_I[I4_1]                P 4w 1'I                (-y,x,z+1/4);(x+1/2,y+1/2,z+1/2)'
77.13        P4_2.1                         P 4c                    (-y,x,z+1/2)
77.14        P4_2.1'                        P 4c 1'                 (-y,x,z+1/2);(x,y,z)'
77.15        P4_2'                          P 4c'                   (-y,x,z+1/2)'
77.16        P4_2.1'_c[P4]                  P 4c 1'c                (-y,x,z+1/2);(x,y,z+1/2)'
77.17        P4_2.1'_C[rP4_2]               P 4c 1'C                (-y,x,z+1/2);(x+1/2,y+1/2,z)'
77.18        P4_2.1'_I[I4]                  P 4c 1'I                (-y,x,z+1/2);(x+1/2,y+1/2,z+1/2)'
78.19        P4_3.1                         P 4cw                   (-y,x,z+3/4)
78.20        P4_3.1'                        P 4cw 1'                (-y,x,z+3/4);(x,y,z)'
78.21        P4_3'                          P 4cw'                  (-y,x,z+3/4)'
78.22        P4_3.1'_c[P4_2]                P 4cw 1'c               (-y,x,z+3/4);(x,y,z+1/2)'
78.23        P4_3.1'_C[rP4_3]               P 4cw 1'C               (-y,x,z+3/4);(x+1/2,y+1/2,z)'
78.24        P4_3.1'_I[I4_1]                P 4cw 1'I               (-y,x,z+3/4);(x+1/2,y+1/2,z+1/2)'
79.25        I4.1                           I 4                     (x+1/2,y+1/2,z+1/2);(-y,x,z)
79.26        I4.1'                          I 4 1'                  (x+1/2,y+1/2,z+1/2);(-y,x,z);(x,y,z)'
79.27        I4'                            I 4'                    (x+1/2,y+1/2,z+1/2);(-y,x,z)'
79.28        I4.1'_c[rP4]                   I 4 1'c                 (x+1/2,y+1/2,z+1/2);(-y,x,z);(x,y,z+1/2)'
80.29        I4_1.1                         I 4bw                   (x+1/2,y+1/2,z+1/2);(-y,x+1/2,z+1/4)
80.30        I4_1.1'                        I 4bw 1'                (x+1/2,y+1/2,z+1/2);(-y,x+1/2,z+1/4);(x,y,z)'
80.31        I4_1'                          I 4bw'                  (x+1/2,y+1/2,z+1/2);(-y,x+1/2,z+1/4)'
80.32        I4_1.1'_c[rP4_2]               I 4bw 1'c               (x+1/2,y+1/2,z+1/2);(-y,x+1/2,z+1/4);(x,y,z+1/2)'
81.33        P-4.1                          P -4                    (y,-x,-z)
81.34        P-4.1'                         P -4 1'                 (y,-x,-z);(x,y,z)'
81.35        P-4'                           P -4'                   (y,-x,-z)'
81.36        P-4.1'_c[P-4]                  P -4 1'c                (y,-x,-z);(x,y,z+1/2)'
81.37        P-4.1'_C[rP-4]                 P -4 1'C                (y,-x,-z);(x+1/2,y+1/2,z)'
81.38        P-4.1'_I[I-4]                  P -4 1'I                (y,-x,-z);(x+1/2,y+1/2,z+1/2)'
82.39        I-4.1                          I -4                    (x+1/2,y+1/2,z+1/2);(y,-x,-z)
82.40        I-4.1'                         I -4 1'                 (x+1/2,y+1/2,z+1/2);(y,-x,-z);(x,y,z)'
82.41        I-4'                           I -4'                   (x+1/2,y+1/2,z+1/2);(y,-x,-z)'
82.42        I-4.1'_c[rP-4]                 I -4 1'c                (x+1/2,y+1/2,z+1/2);(y,-x,-z);(x,y,z+1/2)'
83.43        P4/m.1                         -P 4                    (-y,x,z);(x,y,-z)
83.44        P4/m.1'                        -P 4 1'                 (-y,x,z);(x,y,-z);(x,y,z)'
83.45        P4'/m                          -P 4'                   (-y,x,z)';(x,y,-z)
83.46        P4/m'                          P 4 -1'                 (-y,x,z);(x,y,-z)'
83.47        P4'/m'                         P 4' -1'                (-y,x,z)';(x,y,-z)'
83.48        P4/m.1'_c[P4/m]                -P 4 1'c                (-y,x,z);(x,y,-z);(x,y,z+1/2)'
83.49        P4/m.1'_C[rP4/m]               -P 4 1'C                (-y,x,z);(x,y,-z);(x+1/2,y+1/2,z)'
83.50        P4/m.1'_I[I4/m]                -P 4 1'I                (-y,x,z);(x,y,-z);(x+1/2,y+1/2,z+1/2)'
84.51        P4_2/m.1                       -P 4c                   (-y,x,z+1/2);(x,y,-z)
84.52        P4_2/m.1'                      -P 4c 1'                (-y,x,z+1/2);(x,y,-z);(x,y,z)'
84.53        P4_2'/m                        -P 4c'                  (-y,x,z+1/2)';(x,y,-z)
84.54        P4_2/m'                        P 4c -1'                (-y,x,z+1/2);(x,y,-z)'
84.55        P4_2'/m'                       P 4c' -1'               (-y,x,z+1/2)';(x,y,-z)'
84.56        P4_2/m.1'_c[P4/m]              -P 4c 1'c               (-y,x,z+1/2);(x,y,-z);(x,y,z+1/2)'
84.57        P4_2/m.1'_C[rP4_2/m]           -P 4c 1'C               (-y,x,z+1/2);(x,y,-z);(x+1/2,y+1/2,z)'
84.58        P4_2/m.1'_I[I4/m]              -P 4c 1'I               (-y,x,z+1/2);(x,y,-z);(x+1/2,y+1/2,z+1/2)'
85.59        P4/n.1                         -P 4a                   (-y+1/2,x,z);(x+1/2,y+1/2,-z)
85.60        P4/n.1'                        -P 4a 1'                (-y+1/2,x,z);(x+1/2,y+1/2,-z);(x,y,z)'
85.61        P4'/n                          -P 4a'                  (-y+1/2,x,z)';(x+1/2,y+1/2,-z)
85.62        P4/n'                          P 4a -1'                (-y+1/2,x,z);(x+1/2,y+1/2,-z)'
85.63        P4'/n'                         P 4a' -1'               (-y+1/2,x,z)';(x+1/2,y+1/2,-z)'
85.64        P4/n.1'_c[P4/n]                -P 4a 1'c               (-y+1/2,x,z);(x+1/2,y+1/2,-z);(x,y,z+1/2)'
85.65        P4/n.1'_C[rP4/m]               -P 4a 1'C               (-y+1/2,x,z);(x+1/2,y+1/2,-z);(x+1/2,y+1/2,z)'
85.66        P4/n.1'_I[I4/m]                -P 4a 1'I               (-y+1/2,x,z);(x+1/2,y+1/2,-z);(x+1/2,y+1/2,z+1/2)'
86.67        P4_2/n.1                       -P 4bc                  (-y,x+1/2,z+1/2);(x+1/2,y+1/2,-z)
86.68        P4_2/n.1'                      -P 4bc 1'               (-y,x+1/2,z+1/2);(x+1/2,y+1/2,-z);(x,y,z)'
86.69        P4_2'/n                        -P 4bc'                 (-y,x+1/2,z+1/2)';(x+1/2,y+1/2,-z)
86.70        P4_2/n'                        P 4bc -1'               (-y,x+1/2,z+1/2);(x+1/2,y+1/2,-z)'
86.71        P4_2'/n'                       P 4bc' -1'              (-y,x+1/2,z+1/2)';(x+1/2,y+1/2,-z)'
86.72        P4_2/n.1'_c[P4/n]              -P 4bc 1'c              (-y,x+1/2,z+1/2);(x+1/2,y+1/2,-z);(x,y,z+1/2)'
86.73        P4_2/n.1'_C[rP4_2/m]           -P 4bc 1'C              (-y,x+1/2,z+1/2);(x+1/2,y+1/2,-z);(x+1/2,y+1/2,z)'
86.74        P4_2/n.1'_I[I4/m]              -P 4bc 1'I              (-y,x+1/2,z+1/2);(x+1/2,y+1/2,-z);(x+1/2,y+1/2,z+1/2)'
87.75        I4/m.1                         -I 4                    (x+1/2,y+1/2,z+1/2);(-y,x,z);(x,y,-z)
87.76        I4/m.1'                        -I 4 1'                 (x+1/2,y+1/2,z+1/2);(-y,x,z);(x,y,-z);(x,y,z)'
87.77        I4'/m                          -I 4'                   (x+1/2,y+1/2,z+1/2);(-y,x,z)';(x,y,-z)
87.78        I4/m'                          I 4 -1'                 (x+1/2,y+1/2,z+1/2);(-y,x,z);(x,y,-z)'
87.79        I4'/m'                         I 4' -1'                (x+1/2,y+1/2,z+1/2);(-y,x,z)';(x,y,-z)'
87.80        I4/m.1'_c[rP4/m]               -I 4 1'c                (x+1/2,y+1/2,z+1/2);(-y,x,z);(x,y,-z);(x,y,z+1/2)'
88.81        I4_1/a.1                       -I 4ad                  (x+1/2,y+1/2,z+1/2);(-y+3/4,x+1/4,z+1/4);(x,y+1/2,-z)
88.82        I4_1/a.1'                      -I 4ad 1'               (x+1/2,y+1/2,z+1/2);(-y+3/4,x+1/4,z+1/4);(x,y+1/2,-z);(x,y,z)'
88.83        I4_1'/a                        -I 4ad'                 (x+1/2,y+1/2,z+1/2);(-y+3/4,x+1/4,z+1/4)';(x,y+1/2,-z)
88.84        I4_1/a'                        I 4ad -1'               (x+1/2,y+1/2,z+1/2);(-y+3/4,x+1/4,z+1/4);(x,y+1/2,-z)'
88.85        I4_1'/a'                       I 4ad' -1'              (x+1/2,y+1/2,z+1/2);(-y+3/4,x+1/4,z+1/4)';(x,y+1/2,-z)'
88.86        I4_1/a.1'_c[rP4_2/n]           -I 4ad 1'c              (x+1/2,y+1/2,z+1/2);(-y+3/4,x+1/4,z+1/4);(x,y+1/2,-z);(x,y,z+1/2)'
89.87        P422.1                         P 4 2                   (-y,x,z);(x,-y,-z);(-y,-x,-z)
89.88        P422.1'                        P 4 2 1'                (-y,x,z);(x,-y,-z);(-y,-x,-z);(x,y,z)'
89.89        P4'22'                         P 4' 2                  (-y,x,z)';(x,-y,-z);(-y,-x,-z)'
89.90        P42'2'                         P 4 2'                  (-y,x,z);(x,-y,-z)';(-y,-x,-z)'
89.91        P4'2'2                         P 4' 2'                 (-y,x,z)';(x,-y,-z)';(-y,-x,-z)
89.92        P422.1'_c[P422]                P 4 2 1'c               (-y,x,z);(x,-y,-z);(-y,-x,-z);(x,y,z+1/2)'
89.93        P422.1'_C[rP422]               P 4 2 1'C               (-y,x,z);(x,-y,-z);(-y,-x,-z);(x+1/2,y+1/2,z)'
89.94        P422.1'_I[I422]                P 4 2 1'I               (-y,x,z);(x,-y,-z);(-y,-x,-z);(x+1/2,y+1/2,z+1/2)'
90.95        P42_12.1                       P 4ab 2ab               (-y+1/2,x+1/2,z);(x+1/2,-y+1/2,-z);(-y,-x,-z)
90.96        P42_12.1'                      P 4ab 2ab 1'            (-y+1/2,x+1/2,z);(x+1/2,-y+1/2,-z);(-y,-x,-z);(x,y,z)'
90.97        P4'2_12'                       P 4ab' 2ab              (-y+1/2,x+1/2,z)';(x+1/2,-y+1/2,-z);(-y,-x,-z)'
90.98        P42_1'2'                       P 4ab 2ab'              (-y+1/2,x+1/2,z);(x+1/2,-y+1/2,-z)';(-y,-x,-z)'
90.99        P4'2_1'2                       P 4ab' 2ab'             (-y+1/2,x+1/2,z)';(x+1/2,-y+1/2,-z)';(-y,-x,-z)
90.100       P42_12.1'_c[P42_12]            P 4ab 2ab 1'c           (-y+1/2,x+1/2,z);(x+1/2,-y+1/2,-z);(-y,-x,-z);(x,y,z+1/2)'
90.101       P42_12.1'_C[rP422]             P 4ab 2ab 1'C           (-y+1/2,x+1/2,z);(x+1/2,-y+1/2,-z);(-y,-x,-z);(x+1/2,y+1/2,z)'
90.102       P42_12.1'_I[I422]              P 4ab 2ab 1'I           (-y+1/2,x+1/2,z);(x+1/2,-y+1/2,-z);(-y,-x,-z);(x+1/2,y+1/2,z+1/2)'
91.103       P4_122.1                       P 4w 2c                 (-y,x,z+1/4);(x,-y,-z+1/2);(-y,-x,-z+1/4)
91.104       P4_122.1'                      P 4w 2c 1'              (-y,x,z+1/4);(x,-y,-z+1/2);(-y,-x,-z+1/4);(x,y,z)'
91.105       P4_1'22'                       P 4w' 2c                (-y,x,z+1/4)';(x,-y,-z+1/2);(-y,-x,-z+1/4)'
91.106       P4_12'2'                       P 4w 2c'                (-y,x,z+1/4);(x,-y,-z+1/2)';(-y,-x,-z+1/4)'
91.107       P4_1'2'2                       P 4w' 2c'               (-y,x,z+1/4)';(x,-y,-z+1/2)';(-y,-x,-z+1/4)
91.108       P4_122.1'_c[P4_222]            P 4w 2c 1'c             (-y,x,z+1/4);(x,-y,-z+1/2);(-y,-x,-z+1/4);(x,y,z+1/2)'
91.109       P4_122.1'_C[rP4_122]           P 4w 2c 1'C             (-y,x,z+1/4);(x,-y,-z+1/2);(-y,-x,-z+1/4);(x+1/2,y+1/2,z)'
91.110       P4_122.1'_I[I4_122]            P 4w 2c 1'I             (-y,x,z+1/4);(x,-y,-z+1/2);(-y,-x,-z+1/4);(x+1/2,y+1/2,z+1/2)'
92.111       P4_12_12.1                     P 4abw 2nw              (-y+1/2,x+1/2,z+1/4);(x+1/2,-y+1/2,-z+3/4);(-y,-x,-z+1/2)
